TUPM-21-5181	06/21/2023	02:29:52	IN
TUPM-21-5181	06/21/2023	02:30:04	OUT
TUPM-21-0387	06/21/2023	02:30:25	IN
TUPM-21-2592	06/21/2023	02:30:38	IN
TUPM-21-0387	06/21/2023	02:30:48	OUT
TUPM-21-0377	06/21/2023	03:26:18	IN
TUPM-21-0387	06/21/2023	04:38:31	IN
TUPM-21-2592	06/21/2023	04:38:42	OUT
TUPM-21-0377	06/21/2023	04:39:44	OUT
TUPM-21-5181	06/21/2023	07:48:28	IN
TUPM-21-0004	06/21/2023	08:37:00	IN
TUPM-21-0004	06/21/2023	08:37:03	OUT
TUPM-21-0004	06/21/2023	08:37:07	IN
TUPM-21-0004	06/21/2023	08:38:16	OUT
TUPM-21-0004	06/21/2023	08:43:05	IN
TUPM-21-0004	06/21/2023	08:43:37	OUT
TUPM-21-0004	06/21/2023	08:43:40	IN
TUPM-21-0004	06/21/2023	08:44:36	OUT
TUPM-21-2592	06/21/2023	08:49:37	IN
TUPM-21-2592	06/21/2023	08:49:54	OUT
